Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Social and Economic Factors,Percent Unemployed,2014,Both,Asian/PI,7.2,"Chicago, IL","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; Place=Chicago was used to isolate American Community Survey data for Chicago, IL on American Factfinder.",5.8,8.6,,
Social and Economic Factors,Percent Unemployed,2014,Both,All,10.9,"Chicago, IL","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Place=Chicago was used to isolate American Community Survey data for Chicago, IL on American Factfinder.",10.5,11.3,,
Social and Economic Factors,Percent Unemployed,2014,Male,All,7.9,"Boston, MA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 2507000 was used to isolate data for Boston, MA.",6.8,9.0,,
Social and Economic Factors,Percent Unemployed,2014,Female,All,7.0,"Boston, MA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 2507000 was used to isolate data for Boston, MA.",6.0,8.0,,
Social and Economic Factors,Percent Unemployed,2014,Both,White,5.0,"Boston, MA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2507000 was used to isolate data for Boston, MA.",4.2,5.8,,
Social and Economic Factors,Percent Unemployed,2014,Both,Multiracial,10.4,"Boston, MA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2507000 was used to isolate data for Boston, MA.",6.7,14.1,,
Social and Economic Factors,Percent Unemployed,2014,Both,Hispanic,12.6,"Boston, MA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2507000 was used to isolate data for Boston, MA.",10.1,15.1,,
Social and Economic Factors,Percent Unemployed,2014,Both,Black,12.2,"Boston, MA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2507000 was used to isolate data for Boston, MA.",10.2,14.2,,
Social and Economic Factors,Percent Unemployed,2014,Both,Asian/PI,10.0,"Boston, MA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; FIPS code 2507000 was used to isolate data for Boston, MA.",7.0,13.0,,
Social and Economic Factors,Percent Unemployed,2014,Both,All,8.3,"Boston, MA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2507000 was used to isolate data for Boston, MA.",7.5,9.1,,
Social and Economic Factors,Percent Unemployed,2014,Both,All,7.5,"San Diego County, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 06073 was used to isolate data for San Diego County, CA.",7.2,7.8,,
Social and Economic Factors,Percent Unemployed,2014,Both,American Indian/Alaska Native,7.8,"San Diego County, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 06073 was used to isolate data for San Diego County, CA.",3.2,12.4,,
Social and Economic Factors,Percent Unemployed,2014,Both,Asian/PI,4.8,"San Diego County, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; FIPS code 06073 was used to isolate data for San Diego County, CA.",4.0,5.6,,
Social and Economic Factors,Percent Unemployed,2014,Both,Black,13.3,"San Diego County, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 06073 was used to isolate data for San Diego County, CA.",11.0,15.6,,
Social and Economic Factors,Percent Unemployed,2014,Both,Hispanic,9.8,"San Diego County, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 06073 was used to isolate data for San Diego County, CA.",9.1,10.5,,
Social and Economic Factors,Percent Unemployed,2014,Both,Multiracial,9.8,"San Diego County, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 06073 was used to isolate data for San Diego County, CA.",7.8,11.8,,
Social and Economic Factors,Percent Unemployed,2014,Both,Other,4.3,"San Diego County, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Native Hawaiian or other Pacific Islander; FIPS code 06073 was used to isolate data for San Diego County, CA.",0.6,8.0,,
Social and Economic Factors,Percent Unemployed,2014,Both,White,6.1,"San Diego County, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 06073 was used to isolate data for San Diego County, CA.",5.6,6.6,,
Social and Economic Factors,Percent Unemployed,2014,Female,All,6.9,"San Diego County, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 06073 was used to isolate data for San Diego County, CA.",6.4,7.4,,
Social and Economic Factors,Percent Unemployed,2014,Male,All,7.1,"San Diego County, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 06073 was used to isolate data for San Diego County, CA.",6.7,7.5,,
Social and Economic Factors,Percent Unemployed,2014,Both,Hispanic,5.1,"Denver, CO","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0820000 was used to isolate data for Denver, CO.",3.7,6.5,,
Social and Economic Factors,Percent Unemployed,2014,Both,Black,7.6,"Denver, CO","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0820000 was used to isolate data for Denver, CO.",5.0,10.2,,
Social and Economic Factors,Percent Unemployed,2014,Both,Asian/PI,3.2,"Denver, CO","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; FIPS code 0820000 was used to isolate data for Denver, CO.",1.3,5.1,,
Social and Economic Factors,Percent Unemployed,2014,Both,All,4.7,"Denver, CO","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0820000 was used to isolate data for Denver, CO.",4.1,5.3,,
Social and Economic Factors,Percent Unemployed,2014,Male,All,5.7,"Dallas, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 48113 was used to isolate data for Dallas county, TX.",5.3,6.1,,
Social and Economic Factors,Percent Unemployed,2014,Female,All,6.6,"Dallas, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 48113 was used to isolate data for Dallas county, TX.",6.1,7.1,,
Social and Economic Factors,Percent Unemployed,2014,Both,White,4.8,"Dallas, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 48113 was used to isolate data for Dallas county, TX.",4.3,5.3,,
Social and Economic Factors,Percent Unemployed,2014,Both,Multiracial,11.8,"Dallas, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 48113 was used to isolate data for Dallas county, TX.",7.9,15.7,,
Social and Economic Factors,Percent Unemployed,2014,Both,All,11.8,"Baltimore, MD","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2404000 was used to isolate data for Baltimore, MD.",10.9,12.7,,
Social and Economic Factors,Percent Unemployed,2014,Both,White,8.8,"Cleveland, OH","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 3916000 was used to isolate data for Cleveland, OH.",7.0,10.6,,
Social and Economic Factors,Percent Unemployed,2014,Both,All,8.9,"Washington, DC","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 1150000 was used to isolate data for Washington, DC.",8.1,9.7,,
Social and Economic Factors,Percent Unemployed,2014,Both,Asian/PI,3.0,"Washington, DC","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; FIPS code 1150000 was used to isolate data for Washington, DC.",1.0,5.0,,
Social and Economic Factors,Percent Unemployed,2014,Both,Black,17.0,"Washington, DC","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 1150000 was used to isolate data for Washington, DC.",15.4,18.6,,
Social and Economic Factors,Percent Unemployed,2014,Both,Hispanic,5.8,"Washington, DC","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 1150000 was used to isolate data for Washington, DC.",3.9,7.7,,
Social and Economic Factors,Percent Unemployed,2014,Both,White,2.7,"Washington, DC","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 1150000 was used to isolate data for Washington, DC.",2.2,3.2,,
Social and Economic Factors,Percent Unemployed,2014,Male,All,8.0,"Los Angeles, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 0644000 was used to isolate data for Los Angeles, CA.",7.5,8.5,,
Social and Economic Factors,Percent Unemployed,2014,Female,All,8.1,"Washington, DC","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 1150000 was used to isolate data for Washington, DC.",6.9,9.3,,
Social and Economic Factors,Percent Unemployed,2014,Both,All,6.2,"San Francisco, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0667000 was used to isolate data for San Francisco, CA.",5.7,6.7,,
Social and Economic Factors,Percent Unemployed,2014,Both,Asian/PI,6.6,"San Francisco, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; FIPS code 0667000 was used to isolate data for San Francisco, CA.",5.6,7.6,,
Social and Economic Factors,Percent Unemployed,2014,Both,Black,17.9,"San Francisco, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0667000 was used to isolate data for San Francisco, CA.",13.0,22.8,,
Social and Economic Factors,Percent Unemployed,2014,Both,Hispanic,5.9,"San Francisco, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0667000 was used to isolate data for San Francisco, CA.",4.5,7.3,,
Social and Economic Factors,Percent Unemployed,2014,Both,Multiracial,11.5,"San Francisco, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0667000 was used to isolate data for San Francisco, CA.",7.6,15.4,,
Social and Economic Factors,Percent Unemployed,2014,Both,White,4.4,"San Francisco, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0667000 was used to isolate data for San Francisco, CA.",3.8,5.0,,
Social and Economic Factors,Percent Unemployed,2014,Female,All,5.3,"San Francisco, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 0667000 was used to isolate data for San Francisco, CA.",4.6,6.0,,
Social and Economic Factors,Percent Unemployed,2014,Both,All,8.1,"Miami (Miami-Dade County), FL","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 12086 was used to isolate data for Miami (Miami-Dade County), FL.",7.7,8.5,,
Social and Economic Factors,Percent Unemployed,2014,Both,Asian/PI,4.5,"Miami (Miami-Dade County), FL","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; FIPS code 12086 was used to isolate data for Miami (Miami-Dade County), FL.",1.6,7.4,,
Social and Economic Factors,Percent Unemployed,2014,Both,Black,14.8,"Miami (Miami-Dade County), FL","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 12086 was used to isolate data for Miami (Miami-Dade County), FL.",13.4,16.2,,
Social and Economic Factors,Percent Unemployed,2014,Both,Hispanic,6.8,"Miami (Miami-Dade County), FL","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 12086 was used to isolate data for Miami (Miami-Dade County), FL.",6.3,7.3,,
Social and Economic Factors,Percent Unemployed,2014,Both,Multiracial,14.9,"Miami (Miami-Dade County), FL","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 12086 was used to isolate data for Miami (Miami-Dade County), FL.",10.3,19.5,,
Social and Economic Factors,Percent Unemployed,2014,Both,White,6.4,"Miami (Miami-Dade County), FL","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 12086 was used to isolate data for Miami (Miami-Dade County), FL.",5.5,7.3,,
Social and Economic Factors,Percent Unemployed,2014,Female,All,8.2,"Miami (Miami-Dade County), FL","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 12086 was used to isolate data for Miami (Miami-Dade County), FL.",7.5,8.9,,
Social and Economic Factors,Percent Unemployed,2014,Male,All,7.8,"Miami (Miami-Dade County), FL","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 12086 was used to isolate data for Miami (Miami-Dade County), FL.",7.1,8.5,,
Social and Economic Factors,Percent Unemployed,2014,Female,All,9.0,"Los Angeles, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 0644000 was used to isolate data for Los Angeles, CA.",8.6,9.4,,
Social and Economic Factors,Percent Unemployed,2014,Both,White,7.6,"Los Angeles, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0644000 was used to isolate data for Los Angeles, CA.",7.1,8.1,,
Social and Economic Factors,Percent Unemployed,2014,Both,Multiracial,12.3,"Los Angeles, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0644000 was used to isolate data for Los Angeles, CA.",10.2,14.4,,
Social and Economic Factors,Percent Unemployed,2014,Both,Hispanic,9.3,"Los Angeles, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0644000 was used to isolate data for Los Angeles, CA.",8.8,9.8,,
Social and Economic Factors,Percent Unemployed,2014,Both,Black,15.4,"Los Angeles, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0644000 was used to isolate data for Los Angeles, CA.",13.8,17.0,,
Social and Economic Factors,Percent Unemployed,2014,Both,Asian/PI,6.5,"Los Angeles, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; FIPS code 0644000 was used to isolate data for Los Angeles, CA.",5.8,7.2,,
Social and Economic Factors,Percent Unemployed,2014,Both,American Indian/Alaska Native,8.1,"Los Angeles, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0644000 was used to isolate data for Los Angeles, CA.",4.3,11.9,,
Social and Economic Factors,Percent Unemployed,2014,Male,All,6.7,"San Francisco, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 0667000 was used to isolate data for San Francisco, CA.",5.8,7.6,,
Social and Economic Factors,Percent Unemployed,2014,Both,Hispanic,6.1,"Dallas, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 48113 was used to isolate data for Dallas county, TX.",5.5,6.7,,
Social and Economic Factors,Percent Unemployed,2014,Both,Black,10.9,"Dallas, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 48113 was used to isolate data for Dallas county, TX.",9.8,12.0,,
Social and Economic Factors,Percent Unemployed,2014,Both,Asian/PI,5.0,"Dallas, TX","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; FIPS code 48113 was used to isolate data for Dallas county, TX.",3.6,6.4,,
Social and Economic Factors,Percent Unemployed,2014,Male,All,18.7,"Cleveland, OH","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 3916000 was used to isolate data for Cleveland, OH.",16.5,20.9,,
Social and Economic Factors,Percent Unemployed,2014,Female,All,15.6,"Cleveland, OH","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 3916000 was used to isolate data for Cleveland, OH.",13.7,17.5,,
Social and Economic Factors,Percent Unemployed,2014,Both,Multiracial,20.1,"Cleveland, OH","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 3916000 was used to isolate data for Cleveland, OH.",9.1,31.1,,
Social and Economic Factors,Percent Unemployed,2014,Both,All,6.7,"Minneapolis, MN","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2743000 was used to isolate data for Minneapolis, MN.",5.8,7.6,,
Social and Economic Factors,Percent Unemployed,2014,Both,Asian/PI,6.2,"Minneapolis, MN","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; FIPS code 2743000 was used to isolate data for Minneapolis, MN.",2.6,9.8,,
Social and Economic Factors,Percent Unemployed,2014,Both,Black,18.9,"Minneapolis, MN","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2743000 was used to isolate data for Minneapolis, MN.",15.5,22.3,,
Social and Economic Factors,Percent Unemployed,2014,Both,Hispanic,8.8,"Minneapolis, MN","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2743000 was used to isolate data for Minneapolis, MN.",5.2,12.4,,
Social and Economic Factors,Percent Unemployed,2014,Both,White,4.0,"Minneapolis, MN","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 2743000 was used to isolate data for Minneapolis, MN.",3.2,4.8,,
Social and Economic Factors,Percent Unemployed,2014,Female,All,4.8,"Minneapolis, MN","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 2743000 was used to isolate data for Minneapolis, MN.",3.7,5.9,,
Social and Economic Factors,Percent Unemployed,2014,Male,All,7.0,"Minneapolis, MN","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 2743000 was used to isolate data for Minneapolis, MN.",5.7,8.3,,
Social and Economic Factors,Percent Unemployed,2014,Both,All,9.0,"Los Angeles, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0644000 was used to isolate data for Los Angeles, CA.",8.7,9.3,,
Social and Economic Factors,Percent Unemployed,2014,Male,All,8.4,"Long Beach, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 0643000 was used to isolate data for Long Beach, CA.",6.9,9.9,,
Social and Economic Factors,Percent Unemployed,2014,Female,All,10.2,"Long Beach, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Population 20 to 64 years; FIPS code 0643000 was used to isolate data for Long Beach, CA.",8.3,12.1,,
Social and Economic Factors,Percent Unemployed,2014,Both,White,8.1,"Long Beach, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0643000 was used to isolate data for Long Beach, CA.",6.3,9.9,,
Social and Economic Factors,Percent Unemployed,2014,Both,Multiracial,14.5,"Long Beach, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0643000 was used to isolate data for Long Beach, CA.",8.5,20.5,,
Social and Economic Factors,Percent Unemployed,2014,Both,Hispanic,9.4,"Long Beach, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0643000 was used to isolate data for Long Beach, CA.",7.8,11.0,,
Social and Economic Factors,Percent Unemployed,2014,Both,Black,18.7,"Long Beach, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0643000 was used to isolate data for Long Beach, CA.",14.1,23.3,,
Social and Economic Factors,Percent Unemployed,2014,Both,Asian/PI,6.0,"Long Beach, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"Asian alone; FIPS code 0643000 was used to isolate data for Long Beach, CA.",3.7,8.3,,
Social and Economic Factors,Percent Unemployed,2014,Both,All,10.0,"Long Beach, CA","Percent of unemployment among population 16 and over using US Census Bureau, American Community Survey 1-year estimates, or something similar.","US Census Bureau, American Community Survey 1-year estimates; Table ID S2301 - Employment Status.",,"FIPS code 0643000 was used to isolate data for Long Beach, CA.",8.8,11.2,,
